Type	DBS1	DBS2	DBS3	DBS4	DBS5	DBS6	DBS7	DBS8	DBS9	DBS10	DBS11	DBS12	DBS13	DBS14	DBS15	DBS16	DBS17	DBS18	DBS19	DBS20	DBS21	DBS22
CC>AA	1.058856806694788e-05	0.7236204884830895	0.0089807270921235	6.955269795610416e-18	1.036859486052386e-17	8.230687775439806e-18	8.956248741197014e-18	0.0377424162047521	8.961660993676922e-18	0.0135082989134541	7.318232826957046e-18	0.0161573451510034	5.0873521599068e-07	0.0026190672054253	0.0169123286600529	0.0338486436454256	0.0003495539826751	0.0105453702119211	0.0204321044654081	0.0003766942305643	0.00439253	6e-08
CC>AG	1.228673464372254e-05	0.0725619438800304	1.0971189474217459e-17	0.0053977225753409	0.0239938952552873	0.0610986959830702	8.223104485833542e-05	0.0153545265220143	0.0262205284755594	7.029926677115444e-05	0.0009677332386987	0.0194633534152549	0.0115824867230434	0.0001087144776345	8.879057240219779e-06	0.0105848648785127	0.0012038462316614	0.0473417913125871	0.0062409457682689	0.0039510449508909	0.0019393	0.02482103
CC>AT	0.0186845812174071	0.0999475808129269	0.0058191950035744	0.0156066755302176	0.0023993896242772	0.0004344355337703	0.000843741047756	0.0285296996969633	0.0193674360316137	0.0103530755576928	0.0343485469450896	0.0146985746006408	0.042921577631516	0.0004753452205727	0.0290141281189096	0.0182087993540876	0.0007250814589307	0.098624780248019	0.083794480128261	0.0055067078301337	0.0020078	0.03951203
CC>GA	0.000133889446442	0.0176907215990388	0.0006273662195809	0.0035288982170287	6.675400119727743e-05	0.0352110994744908	0.0002990723286788	0.000801406864897	0.0109252205293271	0.0033425644929372	0.0009488163535994	0.0124180584172174	1.0313540441136592e-05	0.0	8.869125408854878e-06	0.0029486967366795	0.0007429050050908	0.0158817816890597	0.0038292224582579	0.0008466176987386	0.00106137	0.01293091
CC>GG	9.809409284663035e-05	0.0004497638713365	7.165866998925819e-05	7.253352786850863e-05	1.1751074175260374e-05	0.0179527018021045	0.0020301289520819	5.5494149257378166e-05	0.0030391973026341	7.305996728951676e-18	0.0034348548936445	0.0213144579795568	0.0007630393560448	0.0017808667990878	5.869712336655356e-07	0.0001736188529248	0.0032730897100419	0.0051814512132195	0.0010612389138568	0.0026693839838685	0.00274221	0.00093928
CC>GT	0.0069142939919348	0.001099423573806	1.1267708108655769e-17	7.93894366670389e-05	2.4489633575332547e-05	0.003412004842782	0.0001614195410569	0.0002268511634616	0.0177783129732728	0.0010648879688413	0.0691948990049497	0.007291063257378	0.0232595426618126	0.0004151272603412	0.0005160996714118	0.0026881174671574	0.0093845702184298	0.0189046642047363	0.0119750545168045	0.0041326227825807	0.00433593	0.01621484
CC>TA	0.0103914249122855	0.0159916125303625	0.0205499590697669	0.000168989209394	0.0012540015620771	0.0022019330926334	8.956248741197014e-18	0.0007092796403611	0.0006823301379101	0.0235655723123557	0.0585418709428123	0.0106609755863675	0.0410132414265877	0.0	0.0512719620902629	0.0069977551196245	0.000288438304666	0.0225316298632237	0.0359992973546817	0.0098850327446306	0.0006288	0.00918003
CC>TG	0.0025478971663041	0.0002368756055951	2.8663467995703276e-05	8.24696275765235e-06	0.0047494089372548	0.0068140912109701	0.0002337125183131	0.0041704873862879	0.0153946283857616	7.305996728951676e-18	0.0321582048383711	0.0284849431221871	0.0094653766923623	0.0004668848459947	2.8206401076313383e-05	0.0004150090089997	0.0313851419924163	0.0179578576382105	0.0055604947738622	0.0019818494196547	0.00685076	0.00532377
CC>TT	0.8572925502689513	4.1669321887013136e-18	1.0971189474217459e-17	6.955269795610416e-18	1.036859486052386e-17	8.230687775439806e-18	8.956248741197014e-18	0.004338892309945	8.961660993676922e-18	0.0203117485656522	0.3305425384582223	0.0013932420733176	9.887115211358832e-05	0.0053311203684682	0.0861169353169645	0.0160515265668779	0.0008161206172084	0.0318451497110884	0.0772596844168508	0.0058248939796051	0.00858037	1.1e-07
CG>AT	6.164610447482519e-07	0.0011763239389623	0.0002871590392026	0.0002950295638994	0.001657278119216	0.0076538425505666	6.296602460497423e-05	0.0003264511608551	0.0002226067134771	7.477155829718812e-18	0.0018544607217899	0.0303141653112503	0.0004189474106915	6.521019679643253e-09	0.0001884479164653	0.0001316887670752	0.0025491442699174	0.0008408060748915	0.0002579686118045	0.0014853717373618	0.00073225	0.00041196
CG>GC	5.54099313853321e-06	0.0003774465801959	1.122821380565627e-17	5.186126136170154e-06	0.0001002534292028	0.0005989085025041	0.0001895257061696	1.1460262694440532e-17	1.2201695367524132e-05	1.917219443517644e-05	0.0001691434365578	0.0865873186749975	0.0011881586017667	0.0012251325219901	2.8054037769787805e-06	0.0001908499667096	0.002370858004182	3.275256207077734e-05	4.610771656093063e-05	0.000153562676361	0.00018724	0.0002696
CG>GT	1.7379498773997154e-06	0.0013093002310461	1.122821380565627e-17	7.118212343762955e-18	0.0065482679902807	0.003268617134682	2.098867486832474e-05	0.0012267247740986	0.0001010707099609	1.0292441223094725e-05	0.0012023430688983	0.097145217587021	0.0023988321672528	0.000161857986449	0.0002319204940514	0.0014712043174035	0.0048336890094435	0.0016404731009336	9.323102159236637e-05	0.0002464836095098	0.0001764	0.00045536
CG>TA	0.0003640401822312	4.2645517733843314e-18	0.0989890769746129	7.118212343762955e-18	1.0611502082958472e-17	8.423509805150935e-18	9.166068638147616e-18	0.0005129938120444	9.171607684588973e-18	0.361260162292738	7.52024870200496e-18	0.0307749967314609	0.0006653535120104	6.3488809613918e-08	8.843120601346156e-05	0.0017836344252134	0.0059369711250456	0.0002590951435067	0.0019245838219113	0.0005200479639335	2.3e-07	0.00093984
CG>TC	1.2881275561903773e-05	0.0021992150320942	0.0007300321613231	7.118212343762955e-18	3.0116453530682137e-05	0.0090445274836918	4.9379152951082846e-05	0.0009175086313169	0.0001351907174403	0.002674132634504	0.0006979697708921	0.1206231974787721	0.0022472946071668	0.000200777538065	0.0006274051763564	0.0012224678755459	0.0057226919812552	0.0012279413585681	0.0003015332948353	0.0012987770629786	0.00237442	2.202e-05
CG>TT	0.000126800823055	0.0056872727188139	0.0072497622814806	0.000367261115214	0.0022433877615507	0.0189823417953217	3.173649871394031e-05	0.0003335473960828	8.429337883064586e-05	0.0078407585153076	0.0007122348063365	0.1111637015011753	0.0016676439026465	0.0001077709885937	0.0027170914956906	0.0036194342648035	0.0125092032486504	0.0025891510613137	0.0016520770611515	0.0003978489001078	0.00398637	0.00286392
CT>AA	2.8067583659162848e-05	0.0032544016743763	0.0001032239574758	7.055176292193799e-18	0.4667392080869167	0.004507368738963	9.08489758740382e-18	0.0206997845651971	9.090387582257465e-18	0.0039306691568863	0.0044436089920961	0.0080581288794287	0.0620557666936516	0.000214127001274	0.0037752421954872	0.0614799624471771	0.010476810741888	0.0267531750211683	0.0102155674857178	0.0096866410842445	0.00278255	0.05703473
CT>AC	0.0004246686203841	4.2267866025065714e-18	0.029163154659342	7.055176292193799e-18	0.2093315333632205	0.0019619134441204	1.0150162127519755e-17	0.0140678149091943	9.090387582257465e-18	0.0130022141551785	0.002373291395774	0.0079396581705045	0.0260504874447743	0.0090079557012812	0.0770007440130191	0.0834106007695684	0.0146897330188679	0.0263607394667936	0.0067235118747733	0.0057456829186542	0.024115	0.03131821
CT>AG	2.8878199793723505e-18	0.0005951193902182	0.1142474102950781	0.0003660255696859	0.0267423537381919	0.0397413131142721	0.0012657101428035	0.0204988156658998	0.0005863461239116	0.0265045148164964	0.0005009157391126	0.0042306438172225	0.0133671582656516	0.0	2.9619011243834313e-06	0.0332999677701021	0.0081779780087161	0.0073262429837337	0.002663874686713	0.0005750230348711	0.00139838	0.0120235
CT>GA	9.038369900351358e-05	1.834648381423715e-05	1.7244597925203842e-05	0.0006786091868409	0.0161255394006084	0.0073848412538633	0.0018784744254753	0.0055969801764425	0.0028612095695505	7.410941117694133e-18	0.0117149690691644	0.0019743201783242	0.0011005763688177	0.0002030651712433	0.0002840271762904	0.0011201957315749	0.0055544989343246	0.0036770990256195	0.0031973961147769	0.0031549384092667	0.00187652	0.00538261
CT>GC	0.0002554089316773	0.0001358531785997	2.69697490806967e-05	7.276910404234177e-05	0.0048576939101067	0.001800935306587	0.015670692603428	0.0002381482813693	0.0031332268204058	7.410941117694133e-18	0.0061705566190326	0.0008896076505985	0.0039034047888516	0.004414173996343	0.0003350031065601	0.0089056994830842	0.0111634810759031	0.0012345203396357	0.0033865624602236	0.0006390298774488	0.00199262	0.0048725
CT>GG	1.0943317816568908e-05	9.102288654798322e-05	6.0055314867424993e-05	0.0009337173063903	0.0005709045962266	0.0068516041280955	0.0040181265920233	0.0003074820440002	0.0104776704218215	7.410941117694133e-18	0.0040598428527769	0.0114043162507416	0.002665703887623	9.504221592388184e-05	0.0002440536005036	0.0041298349445877	0.007797338140297	0.0020014664925539	0.0010164030837335	0.0005073258166817	0.00224772	0.00453884
CT>TA	0.0079156513549323	0.0034267532059695	0.0001843988918371	7.055176292193799e-18	0.0033452980156597	8.892096952513903e-05	9.08489758740382e-18	0.0109527984778895	9.090387582257465e-18	0.004030686858165	0.0421132944950895	0.0105923666102718	0.0312701754828357	0.0013942843618086	0.0034477012663516	0.0178683108340239	0.0009178317948251	0.0095996244024394	0.0718669507369873	0.0182370901317811	0.01022	0.01478469
CT>TC	0.0106420411841875	3.892292698711086e-05	0.0063537590718336	7.055176292193799e-18	0.0002373756629297	8.348914559487038e-18	0.063486393923177	0.0178862219854387	3.023410504076762e-05	0.002750468282814	0.0030196341546317	0.0090822607603964	0.0085614682996097	0.0276893924428447	0.0670136053194	0.093377370592509	0.0188492919993863	0.0063723560752007	0.0460686108948181	0.0006654170713722	0.05117867	0.00429581
CT>TG	0.0022703017274955	0.0003953951074977	0.052313287460366	3.104277568565272e-05	0.0008753861126559	0.0112684233562476	9.08489758740382e-18	0.0009706797132414	9.53382112285539e-18	0.0457077854457457	0.0014946683873432	0.0031772284574258	0.0039366980974082	0.0003730753221733	7.273784393894006e-06	0.0065077370582909	0.0245925074736279	0.0026171967905791	0.0136174845433833	0.0060547972496094	0.00059146	0.00500705
GC>AA	0.0015844069172561	0.0050956991001655	2.142655152223913e-05	0.3272294531452598	0.000131799607924	8.260454037923917e-18	8.988638993163438e-18	0.0128251430654689	8.994070819041383e-18	0.0040374583994606	0.0009992108515341	0.0262689804674035	3.1749209114888676e-08	0.000207094904167	0.0436699040564155	0.0155579155841988	0.1253688444387008	0.0347468982433266	0.0131371267257918	0.0101589328237635	0.01499608	4.1e-07
GC>AG	0.0001072982185122	0.0003260045976081	0.0005175900950589	0.0112734537761915	0.0026359911674237	0.0036433429199061	7.258524850674017e-05	0.0084705601565029	0.1236024231803196	7.332418848496893e-18	0.0032874034217491	0.0101966794427989	0.0168889410297413	0.000473778534781	0.0039114307477276	0.0075049664487673	0.0188198637062658	0.0421895573818996	0.003947972085945	0.0096912604377033	0.00354009	0.03022372
GC>AT	4.882341130318299e-05	0.0009559454591156	0.0039562917182441	0.0092182934410282	0.0015558288181132	0.0018714436812378	0.0003478613233538	0.0054780264761949	0.1255960108278793	0.0076691916016982	0.027178530764901	0.0068896462401847	0.0172902669573217	2.4526604619919904e-07	0.1445506142104495	0.0040393089377625	0.0460447760958974	0.0505622005460779	0.0039092742494149	0.0167908941812474	0.00517934	0.01291331
GC>CA	5.7745964908898154e-05	0.0010632754845724	0.0002349976877601	0.0118720440392133	0.0045386610068603	0.0086504519682336	0.0006659050243486	0.0048019726266674	0.0273121482787538	0.0001039056195933	0.0021083343771119	0.0052104902103509	0.0103500510790352	0.0001552216318858	0.0011875437574029	0.0037374876004772	0.0112988645597952	0.0233615677475461	0.0010387723919575	0.0099447047724344	0.0029765	0.00616248
GC>CG	5.163050681958777e-06	6.709254828969782e-05	1.1010866754483997e-17	9.802509017632138e-07	0.0003200844789421	8.996928253353277e-18	0.0026338034693537	0.000240595757541	0.0024919848087309	7.332418848496893e-18	0.0040368115603997	0.0010014987519047	0.0008607807754854	0.0005683886708775	0.0003505209059108	0.0012468844882505	0.0003680839313338	0.0019304154318848	0.0001834581807578	0.0009801177764216	8.93e-06	0.00018895
GC>TA	8.290957114524093e-07	0.0007382747679932	0.0041942643239679	0.0176584182437637	0.000219996695713	0.000825227320272	6.204547269617242e-06	0.0085103272694657	0.0139551125357922	0.0027807006099022	0.000242807761266	0.0007618811881588	3.37397551409005e-05	6.295492845760818e-06	0.0016949700033833	0.0006625877683438	0.0087161584029605	0.0189767125474237	0.0009117873973897	0.0003134010539491	0.00193662	0.00023617
TA>AT	0.0005049413107422	0.0027505089812272	0.0014335861297059	0.0302407404316121	0.0018477536726039	0.0085062889888312	0.0552983258304379	0.0096157806908605	0.0154055533621918	0.0102617523738837	0.0022217860515084	0.0080849876671967	0.0061983658798462	0.0103600374680271	0.0251628856553881	0.0083328944783236	0.0086981795627184	0.0103934233758816	0.0097810605386159	0.1601005643666858	0.11019423	0.00807641
TA>CG	7.547209610442732e-06	1.889949826807403e-05	0.0033021909121342	0.0003869625781207	7.796787580592282e-06	0.000257074963761	0.003022578930854	2.072590722608332e-05	0.0013417739864773	0.0040553653729617	0.0005818487101537	0.0005385572108644	0.0002428508179459	0.0001452779475108	0.0152373002966272	0.0012392672482554	0.0072331309168732	0.0019153110756565	0.0005811646467957	0.0064091322857736	0.00136919	7.052e-05
TA>CT	0.0007019184834227	0.0002800515653681	0.0003401059057506	0.008674317412008	0.0022429954645236	0.0259059689337856	0.0288383741434457	0.0040644019738854	0.0141134743403109	0.0015984650250607	0.0033675505430445	0.003114569889469	0.0162601540063741	0.0032437299326363	0.002548457935931	0.0107599538447959	0.0167971064573096	0.0110816342511072	0.0092598003338876	0.1162920232925808	0.01305016	0.0136699
TA>GC	2.009257128078131e-05	8.219781786432199e-05	0.0019674729278006	6.980091985372665e-05	5.158330946855729e-05	0.0002620377204382	0.0014964238355514	0.0007821491302128	0.0005754715277829	7.311181514193842e-18	0.0010162424737089	0.0017745065050158	0.0001258073085314	8.099050028208496e-05	7.921287044483149e-05	0.0008918247348227	0.0006961655057628	0.0002609832572888	0.0002521043151589	0.0028513536821816	0.00064147	0.00071393
TA>GG	7.027401796213564e-05	7.889790546830906e-05	0.0053981920332802	0.002208369854579	0.0016106087950892	0.0002163795651257	0.0042712501999868	0.0002151160752729	0.003230196560465	0.0084758122761738	0.0003736182927618	0.0025446761632252	0.0005889340489064	0.0003547572032099	0.0023094288753399	0.000925438679382	0.0058388999455893	0.0037236697892294	0.0011411536036066	0.0097532336890218	0.00214368	0.0026181
TA>GT	0.0011498668658563	0.001300240482038	0.000357901736715	0.0080177751303023	0.0018872781482517	6.202205405420656e-05	0.0260635477790102	0.0001516719907464	0.0077325933615825	0.0035620115803719	0.0026601653531838	0.0015211639612307	0.0061005886365458	0.0035307115525234	0.0008177889038102	0.0057902323117747	0.0122930066623541	0.0069929907073333	0.0076640585687851	0.0558841627322281	0.0095671	0.00709408
TC>AA	1.0988326265694114e-05	0.0014625610443031	0.0054738598123957	0.3802100932369481	0.0402577520003467	0.0458448320694846	0.0195884214772523	0.0387891380303092	0.0036986018676146	0.0075227318847538	0.0002180330229954	0.022074595241907	0.0681635599307179	0.0006321388840228	0.0004880037604152	0.0724178436892609	0.0582205548689506	0.00368605606072	0.0130579861850031	0.1807559138611674	0.01939002	0.15416662
TC>AG	3.1150392808252117e-06	0.0002017322100937	6.124530311703261e-06	0.0018759706363969	0.0148475378224024	0.0082881050658783	3.999368191262452e-06	0.0115967521842872	0.0468088604350002	0.0002696643073621	0.0476256912102415	0.0077372495037955	0.067270561417253	5.721382558670266e-09	0.0001152839448803	0.0097953001272751	0.0002328277928496	0.0118862689315004	0.0028234499179872	0.0080208088069871	0.00626141	0.03966237
TC>AT	0.002480564249314	4.2052334814242674e-18	0.0011167073568079	0.0084368516421293	0.0007453665270428	0.0005945809695763	0.0022886474460283	0.0184948209577497	0.0519207490483866	0.0030747673341635	0.0850028164662943	0.0189778316819532	0.1580390214838536	0.0019899078373624	0.0081833108204891	0.02534874084311	0.0013134137571251	0.0737864624311394	0.0900219068164783	0.0240333549063674	0.03757228	0.13500319
TC>CA	4.455816705905319e-06	0.0006879076230102	0.065307431760607	0.0848701155239064	0.0014249649503763	0.0118115502577998	0.0027083991348582	0.0175950729003449	0.0489137561002762	0.0250757716224766	0.0002833429493157	0.0236054565386827	0.0375380633062161	0.0047421474645841	0.0205511207293627	0.0139946577976571	0.0053545947567659	0.0188639275267258	0.0045348984395301	0.0151680376604264	0.02272126	0.05483616
TC>CG	3.326740979522071e-05	3.922867684110407e-06	0.000115658862243	0.0004012766749585	1.0563556319714504e-17	0.0008628437914018	0.0016290366494536	0.0108969482507585	0.0078081588298546	0.0008378487104409	0.0032554269152577	0.0067963658339582	0.0072327001881148	0.000757846545452	3.407861487706874e-06	0.0002585240057428	0.0016433982032621	0.00219888013825	0.0006361036394692	0.0004746040120609	0.00263213	0.00490164
TC>CT	0.00191588323545	0.0033790200655418	0.0193429644361814	8.302711708151761e-06	0.0010463033119151	0.0093991913933815	0.0091845710477592	0.008757547425382	0.0515198165884609	0.0260708425883073	0.0201957050347588	0.00619260598396	0.0325277177758036	0.0298013857001969	0.0481355473693194	0.0075415626433198	0.0207286590881441	0.0255898802605597	0.0182218228032391	0.0182842873427973	0.0648429	0.02487026
TC>GA	6.472023360161119e-05	0.0008926661893816	0.0775712700577216	0.0365162195364287	2.4515423157073284e-05	0.0073471846620629	9.03857211225314e-18	0.0096073097018368	0.0173403271371232	0.0435840792485903	0.0002361189569581	0.0124310031677839	0.011593621368426	0.0	2.3554336753268097e-06	0.0040082386949734	0.0062308586334051	0.0019065312276079	0.0032087283810282	0.0070643579831631	0.00538631	0.02679263
TC>GG	0.0004144353101955	9.953394355313554e-06	0.0001764792386641	1.0428526783185789e-05	3.46803547100061e-05	0.0015114780312869	0.0007055825340911	0.0019094654329453	0.003738694411742	7.373151438142116e-18	0.0073649009933644	0.0016957655210806	0.0153967175924868	9.455757911100772e-05	1.1526590326067367e-09	0.0022370198693669	0.000283775671881	0.001844261233614	0.0012020538628744	0.0009607844657509	0.00050368	0.00510886
TC>GT	0.0051426344783675	8.642410296356347e-05	0.0432724050889037	7.019200719451973e-18	3.846728999443206e-05	8.306341989984777e-18	9.03857211225314e-18	0.0002759228709475	9.17438050231722e-18	0.0456737268837967	0.0152723739766301	0.0013602243441059	0.0333384403658317	0.0005230881342593	0.0001480365007137	0.0042613610257138	0.0003889839981107	0.0081467463131101	0.025935253540927	0.0054526344178662	0.00514094	0.01884015
TG>AA	0.0013810929329038	0.0029848643015185	6.6614360705051e-05	0.0076523695567241	0.0179319556555957	0.0255183201744995	0.0225807729215096	0.0086453280618174	0.0158327100193453	0.001412632640078	0.0078652347783717	0.0027941464789289	0.0192512977122391	0.0004115278980802	0.0035651375756031	0.0071623506935026	0.0082511806931637	0.0100754868482038	0.009207070536015	0.0228827661993955	0.00165	0.01734068
TG>AC	0.0002389187933825	0.0002218484992553	8.017656587853445e-05	0.000118346013745	0.0014544812693886	0.0101072564888556	0.0026177710395651	0.0038479206691166	0.0072850507145138	0.0002059259878722	0.0008698970363008	0.0009156046009135	0.0044259412987205	2.775096861561731e-05	0.0001593642516563	0.0007980361663667	0.0023232845397807	0.0045277768434396	0.0019259821893734	0.0038753438170159	0.00128623	0.00442904
TG>AT	0.002429514676758	0.00432603716589	0.0009549348106843	7.017374367576535e-18	0.0203228826778207	0.2211587721776528	0.0012889028781155	0.0082155603974563	0.0007475445258753	0.0024870281470247	0.0105472497951714	0.0194489653194368	0.0185297352059871	0.0010156115818467	0.0018674230019666	0.0089398694848823	0.0091105129215789	0.0270437849530855	0.0156254596387504	0.0489876493892669	0.01543593	0.00935014
TG>CA	0.0002812592026831	0.0001452091568971	0.0158491290291991	0.0008063574662397	0.0004742001939737	0.0114081904428418	0.0238796666206677	0.00505726742222	0.0228472019650205	0.029048493293392	0.0563524493935634	0.0155113799268149	0.028653309036773	0.0059161701032228	0.0789744360404881	0.0054464035655408	0.1456641887439171	0.0157801163577362	0.0070219874240888	0.0024451928679221	0.0658398	0.0049169
TG>CC	0.0001038338294399	5.988630090737661e-05	0.0004824515157434	0.0001203519803321	0.0005040872799028	0.0078956680667265	0.0010491071797836	0.0012493253730011	0.0118244286211299	0.000189013932262	0.0031440853771247	0.0226551591785071	0.0052093332667879	0.0004327683696703	0.0001947727401718	0.0024209500163064	0.0173068808228697	0.0037929468555985	0.0018752022531666	0.0001314998334141	0.00335119	0.00413273
TG>CT	0.0018649795815008	0.0030957890552396	0.0060505793911768	8.230377651114765e-05	0.0003267603584716	0.2751975679590052	9.036220332643428e-18	0.0194894682202201	0.0009700039580316	0.004307533689708	0.0056051103963026	0.0181609804978552	0.0165137241502373	0.0004260432518442	0.0036858396778256	0.0098359066577812	0.0037384549876224	0.0106037421033908	0.0168332860371677	0.0121555409236378	0.00273135	0.03174816
TG>GA	0.0004102951047937	0.0014823482655458	0.0005213271779848	0.0078730148539997	0.0032576385659329	0.0074453453521757	0.0082429811284845	0.0002708540000188	0.0061927946098822	2.009431935336366e-05	0.0073428953319393	0.0022836556849161	0.0061084268520291	0.0035346418708074	0.005475363203417	0.0011875847980295	0.009973889454916	0.0007733616986337	0.0032876552045893	0.0192065776364931	0.00741921	0.00192937
